json_path,tempo,mode,tonic,density,tempo_band,density_bucket,mood,source,predicted_mood,pred_confidence,human_mood
output_basslines/2_Unlimited/The_Real_Thing.json,143.0,minor,A,7.479,fast,high,angry,heuristic,,,
output_basslines/2_Unlimited/Tribal_Dance_edit_.json,130.0,minor,F,19.462,fast,high,angry,heuristic,,,
output_basslines/2_Unlimited/Twilight_Zone.json,127.0,minor,B-,7.184,fast,high,angry,heuristic,,,
output_basslines/2_Unlimited/Workaholic.json,130.0,minor,F,19.462,fast,high,angry,heuristic,,,
output_basslines/311/All_Mixed_Up.json,92.0,minor,F,8.35,med,high,wistful,heuristic,,,
output_basslines/311/Down.json,85.0,minor,E,11.15,slow,high,neutral,neutral,wistful,0.535000,
output_basslines/311/T_P_Combo.json,100.0,minor,E,11.26,med,high,wistful,heuristic,,,
output_basslines/4_Non_Blondes/Whats_Up.json,130.0,major,A,2.411,fast,low,neutral,neutral,joyful,0.500817,
output_basslines/702/Where_My_Girls_At.json,93.0,minor,F,3.229,med,med,wistful,heuristic,,,
output_basslines/808_State/Pacific_202.json,126.7,major,C,11.381,fast,high,joyful,heuristic,,,
output_basslines/883/Andra_tutto_bene_58_.json,92.0,major,F,4.91,med,high,easygoing,heuristic,,,
output_basslines/883/Chiuditi_nel_cesso.json,125.0,major,C,6.057,fast,high,joyful,heuristic,,,
output_basslines/883/Come_mai_feat._Fiorello_.json,75.0,major,F,4.567,slow,high,neutral,neutral,easygoing,0.497500,
output_basslines/883/Con_un_deca.json,120.0,major,G,6.101,fast,high,joyful,heuristic,,,
output_basslines/883/Cumuni.json,120.0,major,F,14.919,fast,high,joyful,heuristic,,,
output_basslines/883/Dimmi_perche_remix_.json,114.0,major,F,7.466,fast,high,joyful,heuristic,,,
output_basslines/883/Gli_anni_96_.json,73.0,major,G,18.615,slow,high,neutral,neutral,easygoing,0.500473,
output_basslines/883/Grazie_mille.json,106.0,major,E-,12.587,med,high,easygoing,heuristic,,,
output_basslines/883/Hanno_ucciso_luomo_ragno.json,120.0,minor,A,6.016,fast,high,angry,heuristic,,,
output_basslines/883/Innamorare_tanto.json,131.0,major,G,11.909,fast,high,joyful,heuristic,,,
output_basslines/883/Io_ci_saro.json,80.0,major,C,6.356,slow,high,neutral,neutral,calm,0.496027,
output_basslines/883/La_dura_legge_del_gol.json,75.0,major,A-,6.902,slow,high,neutral,neutral,calm,0.496027,
output_basslines/883/La_regola_dellamico.json,128.0,major,C,4.812,fast,high,joyful,heuristic,,,
output_basslines/883/Le_luci_di_Natale.json,70.0,major,D,8.118,slow,high,neutral,neutral,calm,0.497031,
output_basslines/883/Nella_notte.json,129.0,minor,D,7.509,fast,high,angry,heuristic,,,
output_basslines/883/Nella_notte_Molella_remix_.json,129.0,minor,D,7.509,fast,high,angry,heuristic,,,
output_basslines/883/Nessun_rimpianto.json,77.0,major,F,6.683,slow,high,neutral,neutral,easygoing,0.496645,
output_basslines/883/Non_mi_arrendo.json,101.0,major,B-,6.264,med,high,easygoing,heuristic,,,
output_basslines/883/Non_ti_passa_piu.json,136.0,major,E-,6.724,fast,high,joyful,heuristic,,,
output_basslines/883/Nord_Sud_Ovest_Est.json,119.0,major,G,5.727,fast,high,joyful,heuristic,,,
output_basslines/883/Rotta_x_casa_di_Dio.json,121.0,major,F,6.31,fast,high,joyful,heuristic,,,
output_basslines/883/Se_tornerai.json,86.0,major,D,6.971,slow,high,neutral,neutral,calm,0.495314,
output_basslines/883/Sei_un_mito.json,122.0,major,F,8.565,fast,high,joyful,heuristic,,,
output_basslines/883/Senza_averti_qui.json,106.0,major,E,6.995,med,high,easygoing,heuristic,,,
output_basslines/883/Ti_sento_vivere.json,60.0,major,C#,5.096,slow,high,neutral,neutral,calm,0.487027,
output_basslines/883/Tieni_il_tempo.json,118.0,major,F,5.004,fast,high,joyful,heuristic,,,
output_basslines/883/Tutto_cio_che_ho.json,89.0,major,C,7.575,slow,high,neutral,neutral,easygoing,0.486679,
output_basslines/883/Un_giorno_cosi.json,119.0,major,A,9.763,fast,high,joyful,heuristic,,,
output_basslines/883/Una_canzone_damore.json,83.0,major,B-,3.94,slow,high,calm,manual,calm,0.495447,calm
output_basslines/883/Viaggio_al_centro_del_mondo.json,120.0,major,F,7.384,fast,high,joyful,heuristic,,,
output_basslines/911/The_Day_We_Find_Love.json,82.0,minor,B,4.644,slow,high,neutral,neutral,wistful,0.522500,
output_basslines/98_Degrees/I_Do.json,85.0,major,G,3.359,slow,med,neutral,neutral,easygoing,0.503840,
output_basslines/98_Degrees/Shes_Out_of_My_Life.json,60.0,major,A,2.565,slow,med,neutral,neutral,easygoing,0.499914,
output_basslines/98_Degrees/The_Hardest_Thing.json,120.0,major,E-,2.168,fast,low,neutral,neutral,joyful,0.499809,
"output_basslines/ABBA/Andante,_Andante.json",103.0,major,B-,2.374,med,low,easygoing,heuristic,,,
output_basslines/ABBA/Angeleyes.json,132.5,major,B,4.25,fast,high,joyful,heuristic,,,
"output_basslines/ABBA/Another_Town,_Another_Train.json",121.0,major,C,3.702,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Chiquitita.json,85.01,major,A,2.942,slow,med,joyful,manual,easygoing,0.503036,joyful
output_basslines/ABBA/Dance_While_the_Music_Still_Goes_on_.json,130.0,major,G,2.998,fast,med,joyful,pred@≥0.68,joyful,0.725433,
output_basslines/ABBA/Dancing_Queen.json,105.0,major,A,5.224,med,high,easygoing,heuristic,,,
output_basslines/ABBA/Does_Your_Mother_Know.json,136.0,major,A,10.519,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Eagle.json,129.0,minor,A,2.333,fast,low,neutral,neutral,angry,0.493570,
output_basslines/ABBA/Fernando.json,96.0,major,A,4.729,med,high,easygoing,heuristic,,,
output_basslines/ABBA/Gimme_Gimme_Gimme.json,118.0,minor,D,12.425,fast,high,angry,heuristic,,,
"output_basslines/ABBA/Hamlet_III,_Part_2.json",130.0,major,F,4.36,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Hasta_Manana.json,168.0,minor,G,2.434,fast,low,neutral,neutral,angry,0.480737,
"output_basslines/ABBA/Hey,_Hey_Helen.json",118.0,major,G,4.449,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Hole_In_Your_Soul.json,152.0,major,E,5.115,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Honey_Honey.json,136.0,major,F,5.227,fast,high,joyful,heuristic,,,
output_basslines/ABBA/I_Am_the_City.json,134.0,major,D,4.002,fast,high,joyful,heuristic,,,
"output_basslines/ABBA/I_Do,_I_Do,_I_Do,_I_Do.json",115.0,major,C,3.507,fast,high,joyful,heuristic,,,
output_basslines/ABBA/I_Wonder_Departure_.json,67.0,major,C,2.833,slow,med,neutral,neutral,calm,0.491369,
output_basslines/ABBA/Im_a_Marionette.json,148.0,minor,E,4.902,fast,high,angry,heuristic,,,
output_basslines/ABBA/Just_Like_That_Full_Sax_version_1983_.json,99.0,major,D,3.259,med,med,easygoing,heuristic,,,
output_basslines/ABBA/Kisses_of_Fire.json,136.0,major,E,8.139,fast,high,joyful,heuristic,,,
"output_basslines/ABBA/Knowing_Me,_Knowing_You.json",107.0,major,D,4.964,med,high,easygoing,heuristic,,,
output_basslines/ABBA/Lay_All_Your_Love_on_Me.json,135.3,minor,D,4.738,fast,high,angry,heuristic,,,
output_basslines/ABBA/Like_an_Angel_Passing_Through_My_Room.json,53.5,major,F,5.967,slow,high,neutral,neutral,easygoing,0.497500,
output_basslines/ABBA/Lovers_Live_a_Little_Longer_.json,173.25,minor,B,1.31,fast,low,neutral,neutral,angry,0.481463,
"output_basslines/ABBA/Money,_Money,_Money.json",120.0,minor,A,5.602,fast,high,angry,heuristic,,,
output_basslines/ABBA/Move_On.json,97.0,major,B-,3.225,med,med,easygoing,heuristic,,,
output_basslines/ABBA/My_Love_My_Life.json,73.0,major,C,2.874,slow,med,neutral,neutral,calm,0.496027,
output_basslines/ABBA/Name_of_the_Game.json,156.0,major,A,2.928,fast,med,joyful,pred@≥0.68,joyful,0.730817,
output_basslines/ABBA/Nina_Pretty_Ballerina.json,123.0,major,C,14.57,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Opus_10.json,120.0,minor,G#,4.994,fast,high,angry,heuristic,,,
output_basslines/ABBA/S.O.S.json,120.0,minor,D,4.697,fast,high,angry,heuristic,,,
output_basslines/ABBA/Summer_Night_City.json,132.0,minor,G,15.627,fast,high,angry,heuristic,,,
output_basslines/ABBA/Super_Trooper.json,120.0,major,C,7.551,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Take_a_Chance_on_Me.json,108.0,major,B,17.644,med,high,easygoing,heuristic,,,
output_basslines/ABBA/Thats_Me.json,129.0,minor,G#,3.456,fast,med,angry,pred@≥0.68,angry,0.728237,
output_basslines/ABBA/The_Visitors.json,131.0,major,D,6.98,fast,high,joyful,heuristic,,,
output_basslines/ABBA/The_Winner_Takes_It_All.json,124.0,major,G,5.505,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Tiger.json,134.0,major,A-,3.27,fast,med,joyful,pred@≥0.68,joyful,0.731115,
output_basslines/ABBA/Two_for_the_Price_of_One.json,111.0,major,D,3.263,fast,med,joyful,pred@≥0.68,joyful,0.733438,
output_basslines/ABBA/Voulez_Vous.json,127.0,minor,B-,12.785,fast,high,angry,heuristic,,,
output_basslines/ABBA/Waterloo.json,149.0,major,D,5.33,fast,high,joyful,heuristic,,,
output_basslines/ABBA/Why_Did_It_Have_to_Be_Me.json,114.75,major,D,3.786,fast,high,joyful,heuristic,,,
output_basslines/ABC/4_Ever_2_Gether.json,90.0,major,C#,7.006,med,high,easygoing,heuristic,,,
"output_basslines/ABC/Look_of_Love,_Part_1.json",121.0,minor,A,5.835,fast,high,angry,heuristic,,,
output_basslines/ABC/Poison_Arrow.json,126.0,minor,E,6.471,fast,high,angry,heuristic,,,
output_basslines/AC_DC/Back_In_Black.json,94.0,minor,E,6.558,med,high,wistful,heuristic,,,
output_basslines/AC_DC/Dirty_Deeds_Done_Dirt_Cheap.json,140.0,major,E,6.595,fast,high,joyful,heuristic,,,
output_basslines/AC_DC/For_Those_About_To_Rock_We_Salute_You_.json,135.0,minor,E,3.682,fast,high,angry,heuristic,,,
output_basslines/AC_DC/Highway_To_Hell.json,116.0,major,D,3.369,fast,med,joyful,pred@≥0.68,joyful,0.738438,
output_basslines/AC_DC/R.I.P._Rock_in_Peace_.json,100.0,major,A,6.171,med,high,easygoing,heuristic,,,
output_basslines/AC_DC/TNT.json,126.0,minor,E,4.735,fast,high,angry,heuristic,,,
output_basslines/AC_DC/Thunderstruck.json,134.0,minor,B,7.399,fast,high,angry,heuristic,,,
output_basslines/AC_DC/Who_Made_Who.json,120.0,major,C,8.01,fast,high,joyful,heuristic,,,
output_basslines/AC_DC/Whole_Lotta_Rosie.json,170.0,minor,A,6.403,fast,high,angry,heuristic,,,
output_basslines/AC_DC/You_Shook_Me_All_Night_Long.json,130.0,major,G,4.434,fast,high,joyful,heuristic,,,
output_basslines/AL_Bano/Felicita.json,110.0,minor,A,10.857,fast,high,angry,heuristic,,,
output_basslines/ANKA_PAUL/Diana_feat._Ricky_Martin_.json,152.0,major,C,4.967,fast,high,joyful,heuristic,,,
output_basslines/ARMSTRONG_LOUIS/Cest_si_bon.json,116.0,major,A-,3.257,fast,med,joyful,pred@≥0.68,joyful,0.731115,
output_basslines/ARMSTRONG_LOUIS/La_Vie_en_rose.json,90.0,major,B-,4.904,med,high,easygoing,heuristic,,,
output_basslines/A_Taste_of_Honey/Boogie_Oogie_Oogie.json,123.0,minor,G,6.66,fast,high,angry,heuristic,,,
output_basslines/A_Teens/Mamma_Mia.json,133.0,major,E,4.15,fast,high,joyful,heuristic,,,
output_basslines/A_Teens/Super_Trouper.json,120.0,major,C,3.416,fast,med,joyful,pred@≥0.68,joyful,0.731115,
output_basslines/Aaliyah/Are_You_That_Somebody.json,133.0,major,D,3.962,fast,high,joyful,heuristic,,,
output_basslines/Aaliyah/Try_Again.json,95.0,minor,C#,7.866,med,high,wistful,heuristic,,,
output_basslines/Aaron_Neville/The_Grand_Tour.json,100.0,minor,C#,2.345,med,low,wistful,heuristic,,,
output_basslines/Ace/How_Long.json,124.0,minor,F,17.824,fast,high,angry,heuristic,,,
output_basslines/Ace_Frehley/New_York_Groove.json,94.0,major,F,5.035,med,high,easygoing,heuristic,,,
output_basslines/Ace_of_Base/All_That_She_Wants.json,94.0,minor,D,10.922,med,high,wistful,heuristic,,,
"output_basslines/Ace_of_Base/Always_Have,_Always_Will.json",137.0,major,B-,5.925,fast,high,joyful,heuristic,,,
output_basslines/Ace_of_Base/Beautiful_Life.json,135.0,minor,C,10.334,fast,high,angry,heuristic,,,
output_basslines/Ace_of_Base/Dont_Turn_Around.json,97.0,minor,B,5.051,med,high,wistful,heuristic,,,
output_basslines/Ace_of_Base/Happy_Nation.json,98.0,minor,C#,7.43,med,high,wistful,heuristic,,,
output_basslines/Ace_of_Base/Life_Is_a_Flower.json,105.17,major,D,10.209,med,high,easygoing,heuristic,,,
output_basslines/Ace_of_Base/Living_in_Danger.json,102.0,minor,B,4.806,med,high,wistful,heuristic,,,
output_basslines/Ace_of_Base/Lucky_Love.json,104.0,minor,D,3.773,med,high,wistful,heuristic,,,
output_basslines/Ace_of_Base/The_Sign.json,97.0,major,C,6.106,med,high,easygoing,heuristic,,,
output_basslines/Ace_of_Base/Wheel_of_Fortune.json,92.02,minor,C,16.26,med,high,wistful,heuristic,,,
output_basslines/Acoustic_Alchemy/The_Blue_Chip_Bop.json,133.0,minor,E,7.561,fast,high,angry,heuristic,,,
output_basslines/Adam_and_Eve/Wenn_die_Sonne_erwacht_in_den_Bergen.json,109.0,major,D,2.916,med,med,easygoing,heuristic,,,
output_basslines/Adamo/Affida_una_lacrima_al_vento.json,149.0,major,A,3.652,fast,high,joyful,heuristic,,,
output_basslines/Adamo/Aline_I_Want_to_Be_Free_.json,89.0,major,G,4.4,slow,high,neutral,neutral,easygoing,0.525000,
output_basslines/Adamo/Mis_manos_en_tu_cintura.json,115.0,major,B-,3.99,fast,high,joyful,heuristic,,,
output_basslines/Adamo/Non_mi_tenere_il_Broncio.json,117.5,major,E,3.299,fast,med,joyful,pred@≥0.68,joyful,0.738219,
output_basslines/Adamo/Non_sei_tu_Si_jamais_.json,90.0,major,G,4.908,med,high,easygoing,heuristic,,,
"output_basslines/Adamo/Sans_toi,_ma_mie.json",118.01,minor,D,2.849,fast,med,angry,pred@≥0.68,angry,0.696562,
output_basslines/Adamo/Una_ciocca_di_capelli.json,115.0,major,G,2.79,fast,med,joyful,pred@≥0.68,joyful,0.725433,
output_basslines/Adamski/Love_and_Life.json,124.0,minor,C,10.5,fast,high,angry,heuristic,,,
output_basslines/Adiemus/Kayama.json,144.0,major,D,1.228,fast,low,neutral,neutral,joyful,0.494577,
output_basslines/Adriano_Celentano/Una_festa_sui_prati.json,127.0,major,A,6.877,fast,high,joyful,heuristic,,,
output_basslines/Adventures_of_Stevie_V./Dirty_Cash_Dime_and_Dollar_mix_.json,124.0,minor,C,6.693,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Blind_Man.json,75.0,major,A,3.99,slow,high,neutral,neutral,easygoing,0.502500,
output_basslines/Aerosmith/Boogie_Man.json,82.0,major,A,3.929,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Aerosmith/Cryin.json,101.0,major,D,15.062,med,high,easygoing,heuristic,,,
output_basslines/Aerosmith/Dude_Looks_Like_A_Lady_.json,132.0,minor,A,4.86,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Eat_the_Rich.json,120.0,minor,E,18.946,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Falling_in_Love_Is_Hard_on_the_Knees_.json,116.0,minor,G,7.387,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Fly_Away_From_Here.json,70.0,major,E,3.573,slow,high,neutral,neutral,calm,0.494932,
output_basslines/Aerosmith/Hole_in_My_Soul.json,75.0,major,C,4.465,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Aerosmith/I_Dont_Want_to_Miss_a_Thing.json,120.0,minor,E,0.763,fast,low,neutral,neutral,angry,0.465211,
output_basslines/Aerosmith/Janies_Got_a_Gun.json,114.0,minor,F#,5.985,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Kings_and_Queens.json,123.0,minor,F,6.267,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Livin_on_the_Edge.json,86.4,major,D,14.824,slow,high,neutral,neutral,calm,0.495314,
output_basslines/Aerosmith/Pink.json,88.0,major,C,6.273,slow,high,neutral,neutral,calm,0.497965,
output_basslines/Aerosmith/Seasons_of_Wither.json,98.0,major,G,2.448,med,low,easygoing,heuristic,,,
output_basslines/Aerosmith/Sweet_Emotion.json,99.0,major,D,9.308,med,high,easygoing,heuristic,,,
output_basslines/Aerosmith/The_Other_Side.json,127.0,minor,A,5.413,fast,high,angry,heuristic,,,
output_basslines/Aerosmith/Walk_This_Way.json,110.0,major,F,19.648,fast,high,joyful,heuristic,,,
output_basslines/Aerosmith/What_It_Takes.json,70.0,minor,D,5.352,slow,high,neutral,neutral,wistful,0.522500,
output_basslines/Air_Supply/All_Out_Of_Love.json,110.0,major,C,1.706,fast,low,neutral,neutral,joyful,0.497309,
output_basslines/Air_Supply/Come_What_May.json,138.0,major,A,2.148,fast,low,neutral,neutral,joyful,0.498317,
output_basslines/Air_Supply/Even_the_Nights_Are_Better.json,105.0,minor,C,5.115,med,high,wistful,heuristic,,,
output_basslines/Air_Supply/Goodbye.json,67.99,major,D,3.608,slow,high,neutral,neutral,calm,0.493551,
output_basslines/Air_Supply/Making_Love_Out_of_Nothing_at_All.json,65.0,major,C,3.024,slow,med,neutral,neutral,calm,0.496483,
output_basslines/Air_Supply/She_Never_Heard_Me_Call.json,121.0,major,E,1.963,fast,low,neutral,neutral,joyful,0.499789,
output_basslines/Air_Supply/Two_Less_Lonely_People_in_the_World.json,80.0,major,A,3.872,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Al_Hirt/Frankie_and_Johnny.json,120.0,major,F,7.75,fast,high,joyful,heuristic,,,
output_basslines/Al_Hirt/When_the_Saints_Go_Marching_In.json,138.0,major,C,7.734,fast,high,joyful,heuristic,,,
output_basslines/Al_Jarreau/Moonlighting_Theme_.json,103.0,major,E-,5.703,med,high,easygoing,heuristic,,,
output_basslines/Al_Jarreau/Mornin.json,86.0,major,A,4.19,slow,high,joyful,manual,easygoing,0.505000,joyful
output_basslines/Al_Jarreau/Roof_Garden.json,101.0,major,A-,5.875,med,high,easygoing,heuristic,,,
output_basslines/Al_Jarreau/Were_in_This_Love_Together.json,159.0,major,F,2.74,fast,med,joyful,pred@≥0.68,joyful,0.731254,
output_basslines/Al_Jolson/You_Made_Me_Love_You.json,145.0,minor,A,3.175,fast,med,angry,pred@≥0.68,angry,0.729355,
output_basslines/Al_Martino/Blue_Spanish_Eyes.json,106.0,minor,B,4.003,med,high,wistful,heuristic,,,
output_basslines/Al_Martino/Spanish_Eyes.json,114.0,major,G,3.855,fast,high,joyful,heuristic,,,
output_basslines/Al_Martino/Volare.json,121.0,major,A,8.896,fast,high,joyful,heuristic,,,
output_basslines/Al_Stewart/On_The_Border.json,190.0,minor,F,2.546,fast,med,angry,pred@≥0.68,angry,0.691246,
output_basslines/Al_Stewart/The_Year_of_the_Cat.json,113.0,minor,E,4.739,fast,high,angry,heuristic,,,
output_basslines/Al_Stewart/Time_Passages.json,100.0,minor,C,7.989,med,high,wistful,heuristic,,,
output_basslines/Al_Wilson/Show_and_Tell.json,87.0,major,D,7.903,slow,high,neutral,neutral,calm,0.495314,
output_basslines/Alabama/Angels_Among_Us.json,68.0,major,A-,4.385,slow,high,calm,manual,calm,0.491369,calm
output_basslines/Alabama/Born_Country.json,86.0,major,E,2.133,slow,low,calm,heuristic,,,
output_basslines/Alabama/Fallin_Again.json,117.0,major,C,14.966,fast,high,joyful,heuristic,,,
output_basslines/Alabama/High_Cotton.json,180.0,major,F,1.539,fast,low,neutral,neutral,joyful,0.498754,
output_basslines/Alabama/How_Do_You_Fall_in_Love.json,85.0,major,D,1.3,slow,low,calm,heuristic,,,
output_basslines/Alabama/Im_in_a_Hurry.json,122.0,major,A,5.459,fast,high,joyful,heuristic,,,
output_basslines/Alabama/Jubilee.json,120.0,major,C,7.545,fast,high,joyful,heuristic,,,
output_basslines/Alabama/Jukebox_in_My_Mind.json,120.0,major,B-,2.326,fast,low,neutral,neutral,joyful,0.499809,
output_basslines/Alabama/Lady_Down_On_Love.json,75.0,major,F,11.725,slow,high,neutral,neutral,easygoing,0.495000,
output_basslines/Alabama/Love_In_The_First_Degree.json,100.0,major,C#,6.296,med,high,easygoing,heuristic,,,
output_basslines/Alabama/Red_River.json,133.0,major,C,3.665,fast,high,joyful,heuristic,,,
output_basslines/Alabama/Roll_On_Eighteen_Wheeler_.json,131.0,major,F,3.869,fast,high,joyful,heuristic,,,
output_basslines/Alabama/She_and_I.json,100.0,major,G,10.901,med,high,easygoing,heuristic,,,
output_basslines/Alabama/T.L.C._A.S.A.P..json,149.0,major,F,4.896,fast,high,joyful,heuristic,,,
output_basslines/Alabama/Tennessee_River.json,96.0,major,A,4.359,med,high,easygoing,heuristic,,,
output_basslines/Alabama/The_Closer_You_Get.json,113.0,major,G,3.853,fast,high,joyful,heuristic,,,
output_basslines/Alabama/Then_Again.json,120.0,major,A,2.601,fast,med,joyful,pred@≥0.68,joyful,0.730817,
output_basslines/Alabama/When_We_Make_Love.json,69.0,major,G,14.855,slow,high,neutral,neutral,easygoing,0.501220,
output_basslines/Alain_Barriere/Elle_etait_si_jolie.json,100.0,minor,C,2.878,med,med,wistful,heuristic,,,
output_basslines/Alain_Barriere/Emporte-moi.json,86.0,minor,A,6.578,slow,high,neutral,neutral,wistful,0.525000,
output_basslines/Alain_Barriere/Ma_vie.json,175.01,major,C,1.229,fast,low,neutral,neutral,joyful,0.499809,
output_basslines/Alain_Barriere/Rien_quun_homme.json,120.05,major,C,3.586,fast,high,joyful,heuristic,,,
output_basslines/Alain_Barriere/Tu_ten_vas.json,98.0,major,G,4.039,med,high,easygoing,heuristic,,,
output_basslines/Alain_Bashung/Osez_Josephine.json,120.0,major,G,5.902,fast,high,joyful,heuristic,,,
output_basslines/Alain_Chamfort/Manureva.json,132.0,minor,E,5.455,fast,high,angry,heuristic,,,
output_basslines/Alain_Chamfort/Souris_puisque_cest_grave.json,118.19,minor,A,9.628,fast,high,angry,heuristic,,,
"output_basslines/Alain_Souchon/Allo_maman,_bobo.json",60.0,minor,E,9.592,slow,high,neutral,neutral,wistful,0.537500,
output_basslines/Alain_Souchon/Au_ras_des_paquerettes.json,75.0,major,G,4.747,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Alain_Souchon/Bidon.json,175.0,minor,B,2.711,fast,med,angry,pred@≥0.68,angry,0.709275,
output_basslines/Alain_Souchon/Cest_comme_vous_voulez.json,114.0,major,A-,4.642,fast,high,joyful,heuristic,,,
output_basslines/Alain_Souchon/Foule_sentimentale.json,113.25,minor,E,10.817,fast,high,angry,heuristic,,,
output_basslines/Alain_Souchon/Jamais_content.json,108.0,major,C,3.749,med,high,easygoing,heuristic,,,
output_basslines/Alain_Souchon/Lamour_en_fuite.json,85.0,minor,D,4.642,slow,high,neutral,neutral,wistful,0.522500,
output_basslines/Alain_Souchon/Le_baiser.json,75.0,major,E-,5.003,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Alain_Souchon/Poulaillers_song.json,170.0,minor,D,3.098,fast,med,angry,pred@≥0.68,angry,0.689888,
output_basslines/Alain_Souchon/Quand_jserai_KO.json,145.0,major,D,8.967,fast,high,joyful,heuristic,,,
output_basslines/Alain_Souchon/Rame.json,91.0,major,B-,3.158,med,med,easygoing,heuristic,,,
output_basslines/Alain_Souchon/Rive_gauche.json,110.0,major,B,3.978,fast,high,joyful,heuristic,,,
output_basslines/Alain_Souchon/Sasseoir_par_terre.json,127.0,major,G,3.096,fast,med,joyful,pred@≥0.68,joyful,0.725433,
output_basslines/Alain_Souchon/Sous_les_jupes_des_filles.json,144.0,major,C,5.507,fast,high,joyful,heuristic,,,
output_basslines/Alain_Souchon/Ultra_Moderne_Solitude.json,108.0,minor,F#,3.598,med,high,wistful,heuristic,,,
output_basslines/Alain_Souchon/Ya_dla_rumba_dans_lair.json,117.0,major,E-,2.933,fast,med,joyful,pred@≥0.68,joyful,0.731115,
output_basslines/Alan_Jackson/Chattahoochee.json,150.0,major,A,4.317,fast,high,joyful,heuristic,,,
output_basslines/Alan_Jackson/Dont_Rock_the_Jukebox.json,154.0,major,G,3.405,fast,med,joyful,pred@≥0.68,joyful,0.726215,
output_basslines/Alan_Jackson/Drive_For_Daddy_Gene_.json,124.0,major,B,3.117,fast,med,joyful,pred@≥0.68,joyful,0.731405,
output_basslines/Alan_Jackson/Gone_Country.json,125.0,major,G,3.132,fast,med,joyful,pred@≥0.68,joyful,0.725433,
output_basslines/Alan_Jackson/Home.json,83.0,major,C,4.673,slow,high,neutral,neutral,calm,0.495447,
