json_path,mood,mood_raw,tempo,mode,tonic,density,tempo_band,density_bucket,source,predicted_mood,pred_confidence,human_mood
"output_basslines/ABBA/Andante,_Andante.json",calm_easygoing,easygoing,103.0,major,B-,2.374,med,low,heuristic,,,
output_basslines/ABBA/Angeleyes.json,joyful,joyful,132.5,major,B,4.25,fast,high,heuristic,,,
"output_basslines/ABBA/Another_Town,_Another_Train.json",joyful,joyful,121.0,major,C,3.702,fast,high,heuristic,,,
output_basslines/ABBA/Dance_While_the_Music_Still_Goes_on_.json,joyful,joyful,130.0,major,G,2.998,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/ABBA/Dancing_Queen.json,calm_easygoing,easygoing,105.0,major,A,5.224,med,high,heuristic,,,
output_basslines/ABBA/Does_Your_Mother_Know.json,joyful,joyful,136.0,major,A,10.519,fast,high,heuristic,,,
output_basslines/ABBA/Fernando.json,calm_easygoing,easygoing,96.0,major,A,4.729,med,high,heuristic,,,
output_basslines/ABBA/Gimme_Gimme_Gimme.json,angry,angry,118.0,minor,D,12.425,fast,high,heuristic,,,
"output_basslines/ABBA/Hamlet_III,_Part_2.json",joyful,joyful,130.0,major,F,4.36,fast,high,heuristic,,,
"output_basslines/ABBA/Hey,_Hey_Helen.json",joyful,joyful,118.0,major,G,4.449,fast,high,heuristic,,,
output_basslines/ABBA/Hole_In_Your_Soul.json,joyful,joyful,152.0,major,E,5.115,fast,high,heuristic,,,
output_basslines/ABBA/Honey_Honey.json,joyful,joyful,136.0,major,F,5.227,fast,high,heuristic,,,
output_basslines/ABBA/I_Am_the_City.json,joyful,joyful,134.0,major,D,4.002,fast,high,heuristic,,,
"output_basslines/ABBA/I_Do,_I_Do,_I_Do,_I_Do.json",joyful,joyful,115.0,major,C,3.507,fast,high,heuristic,,,
output_basslines/ABBA/Im_a_Marionette.json,angry,angry,148.0,minor,E,4.902,fast,high,heuristic,,,
output_basslines/ABBA/Just_Like_That_Full_Sax_version_1983_.json,calm_easygoing,easygoing,99.0,major,D,3.259,med,med,heuristic,,,
output_basslines/ABBA/Kisses_of_Fire.json,joyful,joyful,136.0,major,E,8.139,fast,high,heuristic,,,
"output_basslines/ABBA/Knowing_Me,_Knowing_You.json",calm_easygoing,easygoing,107.0,major,D,4.964,med,high,heuristic,,,
output_basslines/ABBA/Lay_All_Your_Love_on_Me.json,angry,angry,135.3,minor,D,4.738,fast,high,heuristic,,,
"output_basslines/ABBA/Money,_Money,_Money.json",angry,angry,120.0,minor,A,5.602,fast,high,heuristic,,,
output_basslines/ABBA/Move_On.json,calm_easygoing,easygoing,97.0,major,B-,3.225,med,med,heuristic,,,
output_basslines/ABBA/Name_of_the_Game.json,joyful,joyful,156.0,major,A,2.928,fast,med,pred@≥0.68,joyful,0.730817,
output_basslines/ABBA/Nina_Pretty_Ballerina.json,joyful,joyful,123.0,major,C,14.57,fast,high,heuristic,,,
output_basslines/ABBA/Opus_10.json,angry,angry,120.0,minor,G#,4.994,fast,high,heuristic,,,
output_basslines/ABBA/S.O.S.json,angry,angry,120.0,minor,D,4.697,fast,high,heuristic,,,
output_basslines/ABBA/Summer_Night_City.json,angry,angry,132.0,minor,G,15.627,fast,high,heuristic,,,
output_basslines/ABBA/Super_Trooper.json,joyful,joyful,120.0,major,C,7.551,fast,high,heuristic,,,
output_basslines/ABBA/Take_a_Chance_on_Me.json,calm_easygoing,easygoing,108.0,major,B,17.644,med,high,heuristic,,,
output_basslines/ABBA/Thats_Me.json,angry,angry,129.0,minor,G#,3.456,fast,med,pred@≥0.68,angry,0.728237,
output_basslines/ABBA/The_Visitors.json,joyful,joyful,131.0,major,D,6.98,fast,high,heuristic,,,
output_basslines/ABBA/The_Winner_Takes_It_All.json,joyful,joyful,124.0,major,G,5.505,fast,high,heuristic,,,
output_basslines/ABBA/Tiger.json,joyful,joyful,134.0,major,A-,3.27,fast,med,pred@≥0.68,joyful,0.731115,
output_basslines/ABBA/Two_for_the_Price_of_One.json,joyful,joyful,111.0,major,D,3.263,fast,med,pred@≥0.68,joyful,0.733438,
output_basslines/ABBA/Voulez_Vous.json,angry,angry,127.0,minor,B-,12.785,fast,high,heuristic,,,
output_basslines/ABBA/Waterloo.json,joyful,joyful,149.0,major,D,5.33,fast,high,heuristic,,,
output_basslines/ABBA/Why_Did_It_Have_to_Be_Me.json,joyful,joyful,114.75,major,D,3.786,fast,high,heuristic,,,
output_basslines/ABC/4_Ever_2_Gether.json,calm_easygoing,easygoing,90.0,major,C#,7.006,med,high,heuristic,,,
"output_basslines/ABC/Look_of_Love,_Part_1.json",angry,angry,121.0,minor,A,5.835,fast,high,heuristic,,,
output_basslines/ABC/Poison_Arrow.json,angry,angry,126.0,minor,E,6.471,fast,high,heuristic,,,
output_basslines/AC_DC/Back_In_Black.json,melancholic_wistful,wistful,94.0,minor,E,6.558,med,high,heuristic,,,
output_basslines/AC_DC/Dirty_Deeds_Done_Dirt_Cheap.json,joyful,joyful,140.0,major,E,6.595,fast,high,heuristic,,,
output_basslines/AC_DC/For_Those_About_To_Rock_We_Salute_You_.json,angry,angry,135.0,minor,E,3.682,fast,high,heuristic,,,
output_basslines/AC_DC/Highway_To_Hell.json,joyful,joyful,116.0,major,D,3.369,fast,med,pred@≥0.68,joyful,0.738438,
output_basslines/AC_DC/R.I.P._Rock_in_Peace_.json,calm_easygoing,easygoing,100.0,major,A,6.171,med,high,heuristic,,,
output_basslines/AC_DC/TNT.json,angry,angry,126.0,minor,E,4.735,fast,high,heuristic,,,
output_basslines/AC_DC/Thunderstruck.json,angry,angry,134.0,minor,B,7.399,fast,high,heuristic,,,
output_basslines/AC_DC/Who_Made_Who.json,joyful,joyful,120.0,major,C,8.01,fast,high,heuristic,,,
output_basslines/AC_DC/Whole_Lotta_Rosie.json,angry,angry,170.0,minor,A,6.403,fast,high,heuristic,,,
output_basslines/AC_DC/You_Shook_Me_All_Night_Long.json,joyful,joyful,130.0,major,G,4.434,fast,high,heuristic,,,
output_basslines/AL_Bano/Felicita.json,angry,angry,110.0,minor,A,10.857,fast,high,heuristic,,,
output_basslines/ANKA_PAUL/Diana_feat._Ricky_Martin_.json,joyful,joyful,152.0,major,C,4.967,fast,high,heuristic,,,
output_basslines/ARMSTRONG_LOUIS/Cest_si_bon.json,joyful,joyful,116.0,major,A-,3.257,fast,med,pred@≥0.68,joyful,0.731115,
output_basslines/ARMSTRONG_LOUIS/La_Vie_en_rose.json,calm_easygoing,easygoing,90.0,major,B-,4.904,med,high,heuristic,,,
output_basslines/A_Taste_of_Honey/Boogie_Oogie_Oogie.json,angry,angry,123.0,minor,G,6.66,fast,high,heuristic,,,
output_basslines/A_Teens/Mamma_Mia.json,joyful,joyful,133.0,major,E,4.15,fast,high,heuristic,,,
output_basslines/A_Teens/Super_Trouper.json,joyful,joyful,120.0,major,C,3.416,fast,med,pred@≥0.68,joyful,0.731115,
output_basslines/Aaliyah/Are_You_That_Somebody.json,joyful,joyful,133.0,major,D,3.962,fast,high,heuristic,,,
output_basslines/Aaliyah/Try_Again.json,melancholic_wistful,wistful,95.0,minor,C#,7.866,med,high,heuristic,,,
output_basslines/Aaron_Neville/The_Grand_Tour.json,melancholic_wistful,wistful,100.0,minor,C#,2.345,med,low,heuristic,,,
output_basslines/Ace/How_Long.json,angry,angry,124.0,minor,F,17.824,fast,high,heuristic,,,
output_basslines/Ace_Frehley/New_York_Groove.json,calm_easygoing,easygoing,94.0,major,F,5.035,med,high,heuristic,,,
output_basslines/Ace_of_Base/All_That_She_Wants.json,melancholic_wistful,wistful,94.0,minor,D,10.922,med,high,heuristic,,,
"output_basslines/Ace_of_Base/Always_Have,_Always_Will.json",joyful,joyful,137.0,major,B-,5.925,fast,high,heuristic,,,
output_basslines/Ace_of_Base/Beautiful_Life.json,angry,angry,135.0,minor,C,10.334,fast,high,heuristic,,,
output_basslines/Ace_of_Base/Dont_Turn_Around.json,melancholic_wistful,wistful,97.0,minor,B,5.051,med,high,heuristic,,,
output_basslines/Ace_of_Base/Happy_Nation.json,melancholic_wistful,wistful,98.0,minor,C#,7.43,med,high,heuristic,,,
output_basslines/Ace_of_Base/Life_Is_a_Flower.json,calm_easygoing,easygoing,105.17,major,D,10.209,med,high,heuristic,,,
output_basslines/Ace_of_Base/Living_in_Danger.json,melancholic_wistful,wistful,102.0,minor,B,4.806,med,high,heuristic,,,
output_basslines/Ace_of_Base/Lucky_Love.json,melancholic_wistful,wistful,104.0,minor,D,3.773,med,high,heuristic,,,
output_basslines/Ace_of_Base/The_Sign.json,calm_easygoing,easygoing,97.0,major,C,6.106,med,high,heuristic,,,
output_basslines/Ace_of_Base/Wheel_of_Fortune.json,melancholic_wistful,wistful,92.02,minor,C,16.26,med,high,heuristic,,,
output_basslines/Acoustic_Alchemy/The_Blue_Chip_Bop.json,angry,angry,133.0,minor,E,7.561,fast,high,heuristic,,,
output_basslines/Adam_and_Eve/Wenn_die_Sonne_erwacht_in_den_Bergen.json,calm_easygoing,easygoing,109.0,major,D,2.916,med,med,heuristic,,,
output_basslines/Adamo/Affida_una_lacrima_al_vento.json,joyful,joyful,149.0,major,A,3.652,fast,high,heuristic,,,
output_basslines/Adamo/Mis_manos_en_tu_cintura.json,joyful,joyful,115.0,major,B-,3.99,fast,high,heuristic,,,
output_basslines/Adamo/Non_mi_tenere_il_Broncio.json,joyful,joyful,117.5,major,E,3.299,fast,med,pred@≥0.68,joyful,0.738219,
output_basslines/Adamo/Non_sei_tu_Si_jamais_.json,calm_easygoing,easygoing,90.0,major,G,4.908,med,high,heuristic,,,
"output_basslines/Adamo/Sans_toi,_ma_mie.json",angry,angry,118.01,minor,D,2.849,fast,med,pred@≥0.68,angry,0.696562,
output_basslines/Adamo/Una_ciocca_di_capelli.json,joyful,joyful,115.0,major,G,2.79,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/Adamski/Love_and_Life.json,angry,angry,124.0,minor,C,10.5,fast,high,heuristic,,,
output_basslines/Adriano_Celentano/Una_festa_sui_prati.json,joyful,joyful,127.0,major,A,6.877,fast,high,heuristic,,,
output_basslines/Adventures_of_Stevie_V./Dirty_Cash_Dime_and_Dollar_mix_.json,angry,angry,124.0,minor,C,6.693,fast,high,heuristic,,,
output_basslines/Aerosmith/Cryin.json,calm_easygoing,easygoing,101.0,major,D,15.062,med,high,heuristic,,,
output_basslines/Aerosmith/Dude_Looks_Like_A_Lady_.json,angry,angry,132.0,minor,A,4.86,fast,high,heuristic,,,
output_basslines/Aerosmith/Eat_the_Rich.json,angry,angry,120.0,minor,E,18.946,fast,high,heuristic,,,
output_basslines/Aerosmith/Falling_in_Love_Is_Hard_on_the_Knees_.json,angry,angry,116.0,minor,G,7.387,fast,high,heuristic,,,
output_basslines/Aerosmith/Janies_Got_a_Gun.json,angry,angry,114.0,minor,F#,5.985,fast,high,heuristic,,,
output_basslines/Aerosmith/Kings_and_Queens.json,angry,angry,123.0,minor,F,6.267,fast,high,heuristic,,,
output_basslines/Aerosmith/Seasons_of_Wither.json,calm_easygoing,easygoing,98.0,major,G,2.448,med,low,heuristic,,,
output_basslines/Aerosmith/Sweet_Emotion.json,calm_easygoing,easygoing,99.0,major,D,9.308,med,high,heuristic,,,
output_basslines/Aerosmith/The_Other_Side.json,angry,angry,127.0,minor,A,5.413,fast,high,heuristic,,,
output_basslines/Aerosmith/Walk_This_Way.json,joyful,joyful,110.0,major,F,19.648,fast,high,heuristic,,,
output_basslines/Air_Supply/Even_the_Nights_Are_Better.json,melancholic_wistful,wistful,105.0,minor,C,5.115,med,high,heuristic,,,
output_basslines/Al_Hirt/Frankie_and_Johnny.json,joyful,joyful,120.0,major,F,7.75,fast,high,heuristic,,,
output_basslines/Al_Hirt/When_the_Saints_Go_Marching_In.json,joyful,joyful,138.0,major,C,7.734,fast,high,heuristic,,,
output_basslines/Al_Jarreau/Moonlighting_Theme_.json,calm_easygoing,easygoing,103.0,major,E-,5.703,med,high,heuristic,,,
output_basslines/Al_Jarreau/Roof_Garden.json,calm_easygoing,easygoing,101.0,major,A-,5.875,med,high,heuristic,,,
output_basslines/Al_Jarreau/Were_in_This_Love_Together.json,joyful,joyful,159.0,major,F,2.74,fast,med,pred@≥0.68,joyful,0.731254,
output_basslines/Al_Jolson/You_Made_Me_Love_You.json,angry,angry,145.0,minor,A,3.175,fast,med,pred@≥0.68,angry,0.729355,
output_basslines/Al_Martino/Blue_Spanish_Eyes.json,melancholic_wistful,wistful,106.0,minor,B,4.003,med,high,heuristic,,,
output_basslines/Al_Martino/Spanish_Eyes.json,joyful,joyful,114.0,major,G,3.855,fast,high,heuristic,,,
output_basslines/Al_Martino/Volare.json,joyful,joyful,121.0,major,A,8.896,fast,high,heuristic,,,
output_basslines/Al_Stewart/On_The_Border.json,angry,angry,190.0,minor,F,2.546,fast,med,pred@≥0.68,angry,0.691246,
output_basslines/Al_Stewart/The_Year_of_the_Cat.json,angry,angry,113.0,minor,E,4.739,fast,high,heuristic,,,
output_basslines/Al_Stewart/Time_Passages.json,melancholic_wistful,wistful,100.0,minor,C,7.989,med,high,heuristic,,,
output_basslines/Alabama/Born_Country.json,calm_easygoing,calm,86.0,major,E,2.133,slow,low,heuristic,,,
output_basslines/Alabama/Fallin_Again.json,joyful,joyful,117.0,major,C,14.966,fast,high,heuristic,,,
output_basslines/Alabama/How_Do_You_Fall_in_Love.json,calm_easygoing,calm,85.0,major,D,1.3,slow,low,heuristic,,,
output_basslines/Alabama/Im_in_a_Hurry.json,joyful,joyful,122.0,major,A,5.459,fast,high,heuristic,,,
output_basslines/Alabama/Jubilee.json,joyful,joyful,120.0,major,C,7.545,fast,high,heuristic,,,
output_basslines/Alabama/Love_In_The_First_Degree.json,calm_easygoing,easygoing,100.0,major,C#,6.296,med,high,heuristic,,,
output_basslines/Alabama/Red_River.json,joyful,joyful,133.0,major,C,3.665,fast,high,heuristic,,,
output_basslines/Alabama/Roll_On_Eighteen_Wheeler_.json,joyful,joyful,131.0,major,F,3.869,fast,high,heuristic,,,
output_basslines/Alabama/She_and_I.json,calm_easygoing,easygoing,100.0,major,G,10.901,med,high,heuristic,,,
output_basslines/Alabama/T.L.C._A.S.A.P..json,joyful,joyful,149.0,major,F,4.896,fast,high,heuristic,,,
output_basslines/Alabama/Tennessee_River.json,calm_easygoing,easygoing,96.0,major,A,4.359,med,high,heuristic,,,
output_basslines/Alabama/The_Closer_You_Get.json,joyful,joyful,113.0,major,G,3.853,fast,high,heuristic,,,
output_basslines/Alabama/Then_Again.json,joyful,joyful,120.0,major,A,2.601,fast,med,pred@≥0.68,joyful,0.730817,
output_basslines/Alain_Barriere/Elle_etait_si_jolie.json,melancholic_wistful,wistful,100.0,minor,C,2.878,med,med,heuristic,,,
output_basslines/Alain_Barriere/Rien_quun_homme.json,joyful,joyful,120.05,major,C,3.586,fast,high,heuristic,,,
output_basslines/Alain_Barriere/Tu_ten_vas.json,calm_easygoing,easygoing,98.0,major,G,4.039,med,high,heuristic,,,
output_basslines/Alain_Bashung/Osez_Josephine.json,joyful,joyful,120.0,major,G,5.902,fast,high,heuristic,,,
output_basslines/Alain_Chamfort/Manureva.json,angry,angry,132.0,minor,E,5.455,fast,high,heuristic,,,
output_basslines/Alain_Chamfort/Souris_puisque_cest_grave.json,angry,angry,118.19,minor,A,9.628,fast,high,heuristic,,,
output_basslines/Alain_Souchon/Bidon.json,angry,angry,175.0,minor,B,2.711,fast,med,pred@≥0.68,angry,0.709275,
output_basslines/Alain_Souchon/Cest_comme_vous_voulez.json,joyful,joyful,114.0,major,A-,4.642,fast,high,heuristic,,,
output_basslines/Alain_Souchon/Foule_sentimentale.json,angry,angry,113.25,minor,E,10.817,fast,high,heuristic,,,
output_basslines/Alain_Souchon/Jamais_content.json,calm_easygoing,easygoing,108.0,major,C,3.749,med,high,heuristic,,,
output_basslines/Alain_Souchon/Poulaillers_song.json,angry,angry,170.0,minor,D,3.098,fast,med,pred@≥0.68,angry,0.689888,
output_basslines/Alain_Souchon/Quand_jserai_KO.json,joyful,joyful,145.0,major,D,8.967,fast,high,heuristic,,,
output_basslines/Alain_Souchon/Rame.json,calm_easygoing,easygoing,91.0,major,B-,3.158,med,med,heuristic,,,
output_basslines/Alain_Souchon/Rive_gauche.json,joyful,joyful,110.0,major,B,3.978,fast,high,heuristic,,,
output_basslines/Alain_Souchon/Sasseoir_par_terre.json,joyful,joyful,127.0,major,G,3.096,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/Alain_Souchon/Sous_les_jupes_des_filles.json,joyful,joyful,144.0,major,C,5.507,fast,high,heuristic,,,
output_basslines/Alain_Souchon/Ultra_Moderne_Solitude.json,melancholic_wistful,wistful,108.0,minor,F#,3.598,med,high,heuristic,,,
output_basslines/Alain_Souchon/Ya_dla_rumba_dans_lair.json,joyful,joyful,117.0,major,E-,2.933,fast,med,pred@≥0.68,joyful,0.731115,
output_basslines/Alan_Jackson/Chattahoochee.json,joyful,joyful,150.0,major,A,4.317,fast,high,heuristic,,,
output_basslines/Alan_Jackson/Dont_Rock_the_Jukebox.json,joyful,joyful,154.0,major,G,3.405,fast,med,pred@≥0.68,joyful,0.726215,
output_basslines/Alan_Jackson/Drive_For_Daddy_Gene_.json,joyful,joyful,124.0,major,B,3.117,fast,med,pred@≥0.68,joyful,0.731405,
output_basslines/Alan_Jackson/Gone_Country.json,joyful,joyful,125.0,major,G,3.132,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/Alan_Jackson/I_Dont_Even_Know_Your_Name.json,joyful,joyful,131.0,major,A,9.152,fast,high,heuristic,,,
output_basslines/Alan_Jackson/It_Must_Be_Love.json,joyful,joyful,116.0,major,G,5.012,fast,high,heuristic,,,
output_basslines/Alan_Jackson/Livin_on_Love.json,joyful,joyful,115.0,major,A,3.018,fast,med,pred@≥0.68,joyful,0.728317,
output_basslines/Alan_Jackson/Mercury_Blues.json,joyful,joyful,169.0,major,D,5.185,fast,high,heuristic,,,
output_basslines/Alan_Jackson/Summertime_Blues.json,joyful,joyful,150.0,major,D,6.438,fast,high,heuristic,,,
"output_basslines/Alan_Jackson/Tall,_Tall_Trees.json",joyful,joyful,156.0,major,G,3.146,fast,med,pred@≥0.68,joyful,0.72737,
output_basslines/Alan_Jackson/Who_Says_You_Cant_Have_It_All.json,calm_easygoing,easygoing,90.0,major,D,2.488,med,low,heuristic,,,
output_basslines/Alan_Jackson/Whos_Cheatin_Who.json,angry,angry,133.0,minor,G,5.668,fast,high,heuristic,,,
output_basslines/Alan_Parsons/Ammonia_Avenue.json,angry,angry,148.0,minor,B-,3.203,fast,med,pred@≥0.68,angry,0.705225,
output_basslines/Alan_Parsons/Dont_Let_It_Show.json,joyful,joyful,130.0,major,C#,22.511,fast,high,heuristic,,,
output_basslines/Alan_Parsons/The_Turn_of_a_Friendly_Card.json,melancholic_wistful,wistful,92.0,minor,D,3.464,med,med,heuristic,,,
output_basslines/Alanis_Morissette/All_I_Really_Want.json,calm_easygoing,easygoing,100.0,major,E-,8.673,med,high,heuristic,,,
output_basslines/Alanis_Morissette/Hand_in_My_Pocket.json,calm_easygoing,easygoing,92.0,major,C,10.973,med,high,heuristic,,,
output_basslines/Alanis_Morissette/Head_Over_Feet.json,calm_easygoing,calm,80.0,major,G,2.38,slow,low,heuristic,,,
output_basslines/Alanis_Morissette/Joining_You.json,calm_easygoing,easygoing,107.02,major,C,3.25,med,med,heuristic,,,
output_basslines/Alanis_Morissette/Mary_Jane.json,calm_easygoing,easygoing,92.0,major,G,1.421,med,low,heuristic,,,
output_basslines/Alanis_Morissette/Thank_U.json,calm_easygoing,easygoing,100.0,major,D,1.152,med,low,heuristic,,,
output_basslines/Alanis_Morissette/The_Couch.json,angry,angry,110.0,minor,A,2.791,fast,med,pred@≥0.68,angry,0.716375,
output_basslines/Alanis_Morissette/Uninvited.json,joyful,joyful,125.0,major,D,3.77,fast,high,heuristic,,,
output_basslines/Alanis_Morissette/Unsent.json,calm_easygoing,easygoing,98.0,major,G,3.41,med,med,heuristic,,,
output_basslines/Alanis_Morissette/You_Oughta_Know.json,angry,angry,110.0,minor,F#,5.521,fast,high,heuristic,,,
output_basslines/Alannah_Myles/Black_Velvet.json,melancholic_wistful,wistful,92.0,minor,A,8.082,med,high,heuristic,,,
output_basslines/Albert_Hammond/It_Never_Rains_In_Southern_California.json,joyful,joyful,119.0,major,A,3.577,fast,high,heuristic,,,
output_basslines/Albert_Hammond/It_Never_Rains_in_Southern_Californa.json,joyful,joyful,119.0,major,A,3.577,fast,high,heuristic,,,
output_basslines/Albert_West/For_the_Good_Times.json,calm_easygoing,easygoing,96.0,major,D,5.35,med,high,heuristic,,,
output_basslines/Alberti/De_glimlach_van_een_kind.json,melancholic_wistful,wistful,97.0,minor,B-,10.583,med,high,heuristic,,,
output_basslines/Alberti/Niemand_laat_zijn_eigen_kind_alleen.json,joyful,joyful,118.0,major,F#,3.476,fast,med,pred@≥0.68,joyful,0.721484,
output_basslines/Alberto_Fortis/Figlio_di_niente.json,joyful,joyful,133.0,major,C,6.412,fast,high,heuristic,,,
output_basslines/Alberto_Fortis/Milano_e_Vincenzo.json,joyful,joyful,123.0,major,G,4.632,fast,high,heuristic,,,
output_basslines/Alexander_O_Neal/Criticize.json,joyful,joyful,114.0,major,D,5.931,fast,high,heuristic,,,
output_basslines/Alexander_Peter/Hier_ist_ein_Mensch.json,joyful,joyful,127.0,major,B,7.095,fast,high,heuristic,,,
output_basslines/Alexandra/Sehnsucht_Das_Lied_der_Taiga_.json,angry,angry,110.0,minor,D,2.553,fast,med,pred@≥0.68,angry,0.689062,
output_basslines/Alexia/Happy.json,joyful,joyful,123.0,major,B,4.829,fast,high,heuristic,,,
output_basslines/Alexia/Uh_lalala.json,calm_easygoing,easygoing,93.0,major,F,6.012,med,high,heuristic,,,
output_basslines/Alice/GEMINI-0-eternal.json,calm_easygoing,easygoing,106.0,major,G,4.433,med,high,heuristic,,,
output_basslines/Alice/Una_Notte_Speciale.json,joyful,joyful,130.0,major,C,3.126,fast,med,pred@≥0.68,joyful,0.731115,
